,sales
0,2.6390573296152584
1,0.6931471805599453
2,2.772588722239781
3,2.5649493574615367
4,5.0689042022202315
5,1.0986122886681098
6,4.290459441148391
7,2.833213344056216
8,5.497168225293202
9,1.6094379124341003
10,6.584791392385716
11,1.9459101490553132
12,3.6635616461296463
13,2.3978952727983707
14,3.4339872044851463
15,0.6931471805599453
16,4.584967478670572
17,0.0
18,2.3978952727983707
19,2.995732273553991
20,3.1780538303479458
21,3.1354942159291497
22,2.9444389791664403
23,3.6375861597263857
24,1.3862943611198906
25,1.791759469228055
26,1.6094379124341003
27,1.791759469228055
28,3.4339872044851463
29,0.0
30,0.0
31,3.4339872044851463
32,0.0
33,1.6094379124341003
34,2.8903717578961645
35,2.302585092994046
36,0.0
37,1.9459101490553132
38,4.248495242049359
39,1.0986122886681098
40,2.833213344056216
41,1.6094379124341003
42,3.713572066704308
43,3.784189633918261
44,1.791759469228055
45,2.9444389791664403
46,0.6931471805599453
47,2.9444389791664403
48,4.174387269895637
49,1.791759469228055
50,3.1354942159291497
51,1.6094379124341003
52,5.66988092298052
53,2.3978952727983707
54,2.9444389791664403
55,0.0
56,4.02535169073515
57,1.791759469228055
58,4.248495242049359
59,1.0986122886681098
60,6.480044561926653
61,5.19295685089021
62,2.833213344056216
63,3.784189633918261
64,2.5649493574615367
65,2.1972245773362196
66,0.6931471805599453
67,5.4510384535657
68,3.295836866004329
69,2.3978952727983707
70,0.6931471805599453
71,6.154858094016418
72,0.6931471805599453
73,0.0
74,2.0794415416798357
75,1.6094379124341003
76,2.8903717578961645
77,2.302585092994046
78,0.0
79,2.0794415416798357
80,1.9459101490553132
81,0.6931471805599453
82,1.0986122886681098
83,0.6931471805599453
84,4.90527477843843
85,2.4849066497880004
86,0.0
87,2.1972245773362196
88,4.276666119016055
89,3.2188758248682006
90,2.0794415416798357
91,5.262690188904886
92,1.6094379124341003
93,2.0794415416798357
94,4.941642422609304
95,3.367295829986474
96,1.0986122886681098
97,1.0986122886681098
98,2.8903717578961645
99,4.204692619390966
100,3.367295829986474
101,0.0
102,2.4849066497880004
103,1.3862943611198906
104,1.6094379124341003
105,3.258096538021482
106,1.0986122886681098
107,1.6094379124341003
108,4.276666119016055
109,1.3862943611198906
110,3.044522437723423
111,1.9459101490553132
112,1.3862943611198906
113,1.9459101490553132
114,3.912023005428146
115,4.584967478670572
116,2.8903717578961645
117,3.4965075614664802
118,2.0794415416798357
119,4.727387818712341
120,3.044522437723423
121,3.295836866004329
122,0.0
123,4.663439094112067
124,0.0
125,0.6931471805599453
126,2.302585092994046
127,2.70805020110221
128,2.3978952727983707
129,0.0
130,3.4657359027997265
131,1.9459101490553132
132,1.6094379124341003
133,2.302585092994046
134,1.0986122886681098
135,1.0986122886681098
136,1.6094379124341003
137,0.6931471805599453
138,4.007333185232471
139,5.327876168789581
140,0.0
141,0.6931471805599453
142,1.0986122886681098
143,0.6931471805599453
144,0.0
145,4.204692619390966
146,2.6390573296152584
147,2.0794415416798357
148,1.6094379124341003
149,0.0
150,3.1354942159291497
151,1.0986122886681098
152,1.3862943611198906
153,0.0
154,0.6931471805599453
155,0.6931471805599453
156,1.3862943611198906
157,1.0986122886681098
158,5.356586274672012
159,0.0
160,0.6931471805599453
161,4.700480365792417
162,0.6931471805599453
163,2.0794415416798357
164,1.3862943611198906
165,1.9459101490553132
166,3.5263605246161616
167,1.0986122886681098
168,0.0
169,5.921578419643816
170,3.091042453358316
171,0.0
172,1.3862943611198906
173,2.4849066497880004
174,3.6109179126442243
175,3.044522437723423
176,0.6931471805599453
177,1.791759469228055
178,3.6375861597263857
179,5.1647859739235145
180,3.1780538303479458
181,1.3862943611198906
182,3.8501476017100584
183,2.6390573296152584
184,2.4849066497880004
185,3.295836866004329
186,2.70805020110221
187,1.791759469228055
188,2.772588722239781
189,1.9459101490553132
190,1.9459101490553132
191,4.543294782270004
192,2.995732273553991
193,2.4849066497880004
194,3.912023005428146
195,3.912023005428146
196,3.5263605246161616
197,3.8918202981106265
198,0.6931471805599453
199,2.3978952727983707
200,1.6094379124341003
201,1.0986122886681098
202,2.5649493574615367
203,1.791759469228055
204,2.70805020110221
205,2.772588722239781
206,1.9459101490553132
207,1.3862943611198906
208,3.4339872044851463
209,0.0
210,0.0
211,4.07753744390572
212,0.6931471805599453
213,1.791759469228055
214,3.4339872044851463
215,2.6390573296152584
216,3.367295829986474
217,1.3862943611198906
218,3.8066624897703196
219,2.302585092994046
220,2.3978952727983707
221,1.6094379124341003
222,2.8903717578961645
223,2.772588722239781
224,1.6094379124341003
225,1.0986122886681098
226,1.0986122886681098
227,1.791759469228055
228,3.828641396489095
229,2.995732273553991
230,0.6931471805599453
231,5.14166355650266
232,2.3978952727983707
233,4.189654742026425
234,2.8903717578961645
235,0.0
236,2.5649493574615367
237,1.9459101490553132
238,2.4849066497880004
239,2.1972245773362196
240,1.3862943611198906
241,1.3862943611198906
242,3.58351893845611
243,0.6931471805599453
244,1.791759469228055
245,1.6094379124341003
246,3.4339872044851463
247,1.6094379124341003
248,2.6390573296152584
249,4.564348191467836
250,2.3978952727983707
251,0.0
252,0.6931471805599453
253,1.3862943611198906
254,4.700480365792417
255,1.3862943611198906
256,1.3862943611198906
257,0.0
258,0.0
259,2.0794415416798357
260,2.8903717578961645
261,2.70805020110221
262,4.430816798843313
263,1.3862943611198906
264,2.9444389791664403
265,4.204692619390966
266,3.1780538303479458
267,3.044522437723423
268,1.3862943611198906
269,4.3694478524670215
270,2.0794415416798357
271,1.791759469228055
272,3.871201010907891
273,1.6094379124341003
274,4.844187086458591
275,2.833213344056216
276,2.1972245773362196
277,1.3862943611198906
278,1.6094379124341003
279,5.0689042022202315
280,0.6931471805599453
281,4.04305126783455
282,2.772588722239781
283,3.332204510175204
284,1.791759469228055
285,2.1972245773362196
286,3.713572066704308
287,1.6094379124341003
288,2.4849066497880004
289,3.828641396489095
290,0.0
291,3.9318256327243257
292,1.0986122886681098
293,1.6094379124341003
294,1.791759469228055
295,1.0986122886681098
296,3.2188758248682006
297,1.0986122886681098
298,4.343805421853684
299,0.0
300,1.791759469228055
301,0.6931471805599453
302,2.6390573296152584
303,3.6635616461296463
304,5.062595033026967
305,0.6931471805599453
306,1.3862943611198906
307,1.0986122886681098
308,3.713572066704308
309,4.23410650459726
310,2.833213344056216
311,2.4849066497880004
312,2.302585092994046
313,1.3862943611198906
314,3.4965075614664802
315,3.295836866004329
316,0.0
317,1.6094379124341003
318,2.6390573296152584
319,0.6931471805599453
320,0.0
321,0.6931471805599453
322,2.3978952727983707
323,2.772588722239781
324,1.6094379124341003
325,2.8903717578961645
326,0.6931471805599453
327,1.6094379124341003
328,1.9459101490553132
329,0.0
330,2.302585092994046
331,2.5649493574615367
332,1.791759469228055
333,1.3862943611198906
334,2.833213344056216
